241
1131	4458
50
12	26
0	5392	2620	2950	285	2118	3343	6695	2218	5953	3386	128	7226	6827	1885	7588	1927	5942	9073	1094	9560	657	2334	5439	8530	1190	8478	7999	3058	4535	6737	1303	24	3306	8450	7846	8342	8306	4713	2082	5658	3616	6723	3097	6295	5753	4095	6905	619	9722	3130	1069	1404	554	5662	3545	1428	7631	5094	7816	2591	5028	277	4067	3283	8201	7032	2325	3056	9371	2441	4973	3015	8534	9573	3060	9295	744	6688	5504	790	8311	552	6503	2533	2390	2103	3208	183	2148	4557	9575	4236	918	4765	4903	1289	8582	8278	3149	6802	6379	902	4274	5770	6155	9946	4809	7898	8366	8153	9954	3696	5062	6705	5022	7642	1964	1377	8548	5092	4188	2250	7011	3903	963	8720	1977	2194	5416	3013	4964	6596	2633	8999	4855	1963	4392	601	3791	9487	1270	1504	22	7155	3021	8943	5528	4373	1156	9877	724	6403	7359	2772	4518	4912	6166	726	4962	7943	3831	9579	4771	2400	286	4006	5861	2353	8084	3513	575	7783	9877	3662	5286	7237	2166	5528	350	9467	4087	8521	6866	8155	2198	9941	8838	9688	6372	2198	2266	8736	348	4466	1922	508	2033	8794	2404	4261	3463	4340	849	9449	693	3307	2984	3806	1097	2246	4168	4310	2028	1062	68	8180	8936	6788	1836	830	4743	2922	1033	5796	2254	1680	6425	2928	1114	6299	6636	3262	9225	721	2653	3022	5229	3024	2933	2215	
5392	0	9180	3023	4013	3230	8491	5157	467	5335	1965	25	496	8348	9446	2745	9911	6908	7157	8911	7871	3541	6849	9521	1140	8725	995	3976	1915	7213	6613	2691	2613	1607	1641	2077	7575	2426	7533	7452	6935	6732	2605	3884	6921	6887	7498	1579	6283	2575	3434	3062	973	867	6335	2596	2774	1041	8556	177	1379	5375	2982	5022	6544	2152	1703	1767	6588	2739	4825	8501	8776	506	4641	3509	2801	2969	6458	7704	6270	2630	852	253	1099	8065	2747	9724	7128	3323	8621	9076	7212	2732	1319	1096	5214	5039	5679	6437	1749	2417	1047	8919	7870	5818	3248	3260	3246	8826	1662	2233	264	9624	8875	5819	7665	8471	4270	7937	1299	3547	365	2409	703	1915	848	4824	3382	5254	648	9646	2266	7114	7424	9385	6528	5619	3299	9481	185	258	62	6340	1857	5438	8359	8778	6279	7295	3471	4332	8351	9640	7124	5592	7188	8500	5177	7416	9010	3269	2314	6940	9074	7129	4027	1717	1335	3886	6593	2196	3434	1544	851	2338	1681	4672	5393	2897	6597	2686	5158	7139	5619	3323	9162	6026	963	1632	155	1215	7096	580	8846	2006	4391	164	8704	5026	4843	83	1858	645	696	532	2068	4299	8031	8485	7456	5624	1698	9135	7451	1887	9177	107	904	3093	371	1703	7710	5861	5840	8009	2570	1588	1087	3028	2616	4024	6644	7465	4750	1589	9261	783	2297	200	4548	
2620	9180	0	6294	1725	6392	4247	4072	4551	2473	8295	993	6469	4322	1646	7137	3080	6594	7716	6335	9976	5039	4387	8240	233	3487	3994	3080	7854	7162	1535	7729	7899	5311	2537	8538	9535	1079	2028	6801	1201	7319	2054	6308	2441	7530	6138	372	2051	4254	1163	2892	2784	1997	7403	193	6574	9327	6724	2234	3449	4254	7815	1441	4081	506	4803	2218	7454	4782	713	6803	2689	1523	9966	9101	4029	8675	320	4651	950	2513	6124	8808	6873	3015	2831	5150	7196	4752	7867	1252	7975	8967	749	2168	3827	2255	1197	4285	7906	9045	8326	2662	7616	1939	8582	3444	1672	1239	5784	8924	2186	2339	1280	7933	9515	3397	6790	2320	973	5802	6424	7489	4801	1087	873	2029	3434	7096	4766	1020	8548	4629	5242	8673	7893	3793	424	2736	1666	6844	6473	1247	8709	8604	2351	3440	446	4896	9450	2782	5624	4117	8432	2086	9758	7916	5538	7785	2509	4396	61	9727	3963	4276	2494	8237	5976	7908	6746	5865	1076	4636	1453	5390	6785	708	9953	3996	6331	2942	4401	5025	1109	6937	8670	8910	7302	7672	8290	1907	3972	1891	7603	3197	127	4411	698	9393	7633	2403	3077	7209	2821	206	7674	1454	454	6420	7277	2054	3529	489	2052	2177	3469	1567	5113	1151	7121	5018	3951	7668	8520	4612	4952	782	5481	3443	5590	358	9177	3768	913	3237	7821	5594	4441	6954	9834	
2950	3023	6294	0	6338	717	8329	7024	5863	6235	2005	2055	8141	8	3025	296	2138	6306	9588	159	5961	2868	7323	5392	6227	794	1220	3000	1322	7718	3144	84	9287	3410	9575	5592	1127	935	7323	9801	450	7597	9686	9531	5165	9876	4237	371	9360	3187	5754	1748	2169	6383	4220	9388	6834	2286	7778	6500	7217	763	9912	7155	1759	6893	8880	4469	9820	4564	1796	3467	3777	4676	571	6338	8437	1669	5515	5048	4532	313	9966	8380	6764	3728	1128	3926	5786	8393	6632	8695	6437	522	7549	9666	5465	4017	4603	8218	1512	9740	1069	9326	123	3894	1885	8995	2127	9379	6914	6193	6414	8526	2362	1233	4410	2944	8728	693	5586	8100	2863	840	6798	3433	1088	3479	1005	7336	8352	208	8130	566	7182	1146	4682	1260	2723	4566	465	2965	8443	901	1286	6552	8787	7562	9836	2503	5956	7233	2418	9975	655	5807	1717	5745	6585	1388	6500	6216	9144	3279	7204	8188	5966	8552	165	7902	5126	660	3285	1125	6669	2124	804	9936	4196	2399	600	5149	5539	6322	7218	474	1599	1477	4672	4138	8351	7576	3748	682	635	7421	1861	4180	9814	1936	196	2835	5774	3732	3250	4057	1953	815	9680	4878	947	6857	2631	2362	3997	2129	4602	8404	7464	1809	7512	9563	4490	8691	3766	342	6656	2100	2524	9927	6605	7544	3151	197	3218	2478	3088	6234	7375	2085	8002	
285	4013	1725	6338	0	2698	8808	7055	9153	4357	6107	1285	8402	463	1889	1308	2149	1710	4132	8310	2322	2691	2912	5627	5219	7245	2476	4090	1086	3706	6187	4443	6663	2560	5342	5207	3379	7067	2188	7962	6223	87	2133	7351	1666	161	387	7788	6096	1769	4658	6936	561	347	2514	9627	7105	2222	2891	9981	2505	7739	5280	482	5135	2210	3750	6379	9865	6778	2903	2320	1031	5544	1666	5277	3890	7203	1414	9611	6927	6901	15	6465	9913	8276	5983	731	4334	2449	6033	2249	3432	6256	4042	6459	2496	5866	7057	4267	5198	2976	7408	1723	5299	7152	2555	2482	9322	8109	833	8449	5052	5770	9633	6794	5492	9335	2943	1651	2498	1487	6646	5927	8036	8337	5120	9854	1106	2942	2436	8927	1864	7458	9568	5539	9113	2839	3671	3307	354	4518	844	9284	2014	5775	3968	6442	8856	8732	8729	3947	3413	4400	7731	4670	8003	3717	8571	388	3389	8823	858	109	6033	1611	2350	910	8163	4805	9375	6258	9667	5960	9361	4878	3884	8590	7269	857	6319	4026	7781	1420	1104	4988	3312	1831	5934	1718	1858	9396	7369	5933	2616	31	5855	1938	7203	3830	5432	3985	3355	9534	5315	4313	3397	6838	7872	1853	4808	720	5103	3435	1948	3949	5817	8555	1204	456	6414	4010	7086	5990	8366	7128	7961	3997	5932	2830	1910	834	2272	4516	7554	5495	8412	6578	147	4549	5713	
2118	3230	6392	717	2698	0	9173	112	8102	7186	7525	3254	1959	1705	6373	1944	4987	3241	2922	3767	7059	2837	2303	931	845	79	1032	1664	1771	99	7574	2173	1734	2676	4875	1441	706	279	8430	7734	9235	991	6449	2826	4720	2985	1217	932	7864	9433	366	6052	1106	7300	92	2126	5273	8560	8408	1833	1496	5928	3071	8435	1698	4885	9212	3751	5781	1738	1776	8785	5584	8622	1015	1969	3746	9471	136	751	4613	8917	1677	5502	1644	3876	2325	4867	4440	3623	9174	9656	9249	9609	4118	1356	4067	2725	3644	3726	1863	4162	9027	4330	7236	6935	4383	6627	2165	1045	6146	545	8764	3140	705	8316	8263	1982	643	1802	2435	3964	5434	7014	3742	6589	3637	6978	4450	334	1188	7118	8814	615	9806	297	9511	9234	7600	150	5343	3185	5463	6019	8004	10000	5792	5335	8333	2169	7117	5530	4737	7495	1643	5962	5304	9613	4978	9595	9845	3831	8909	9854	1509	833	2474	2565	6353	5271	1299	533	266	4205	6879	61	4182	1072	1027	7574	5301	5052	861	748	4826	5808	2914	429	4806	2559	8534	4527	6951	1320	4524	5270	9201	6312	5823	806	9707	6782	6769	406	1694	5247	9617	3190	1609	9916	2226	7922	3160	1313	6953	7640	2038	8015	1175	7286	8129	3836	7897	887	4925	1817	5340	8576	3388	2452	1221	5717	7372	1951	2112	9810	7697	3057	1638	343	3221	
3343	8491	4247	8329	8808	9173	0	9308	6485	6675	1981	2767	6443	180	942	4140	6242	2510	2768	8524	931	8811	4321	3554	6548	5153	7181	1949	3235	4554	2381	8178	3320	6192	4125	7210	710	1319	2722	1240	1555	1536	4076	5757	185	5067	7497	6191	283	6716	3995	696	1467	6690	5386	2283	8459	2260	3164	332	5171	7292	1924	9312	9811	1641	8441	7346	5033	1407	6905	1384	309	2082	8910	533	9467	3859	127	2625	8889	3466	394	5558	378	1172	2529	1900	6506	4559	1074	1495	9067	7700	123	1183	9511	2884	7582	8705	1543	1383	7793	7396	7971	8064	2650	9102	7083	5301	1417	3880	1702	8189	8326	1151	8968	8235	2620	1053	8473	6890	118	9400	4004	3337	794	536	9309	4058	2867	4895	6983	8582	4339	6148	7653	1107	3080	4608	95	7464	3646	1309	6248	959	2998	8348	45	6572	1158	9302	4496	3198	8352	837	9494	20	9143	4404	2909	3938	3392	4052	5763	4132	9654	8192	4819	5778	8528	259	1537	9444	486	3785	7944	2024	162	852	6225	1442	1636	6496	8135	4835	4377	5432	2089	1821	2844	7962	1903	1477	6029	2680	2097	7418	3778	1601	53	2982	635	400	407	3059	842	3859	1789	3503	3347	7966	5019	9123	8944	7857	9765	6096	104	3944	1540	9371	6497	8369	3003	4731	3731	2883	634	3312	9215	9821	6290	9334	6048	8365	8282	2219	5009	530	6209	
6695	5157	4072	7024	7055	112	9308	0	2157	2159	9060	981	8615	2129	8898	7651	4846	7989	8892	1872	1559	8860	2003	2504	1931	2761	4061	3062	3245	9862	9358	4355	7787	3032	4163	8865	3556	211	7552	3674	458	6753	9101	2933	1015	2703	3276	2410	7428	1033	3934	8613	8296	1159	7223	7360	5950	2695	3983	9804	2442	9310	2090	192	4237	7625	2330	1206	7495	3369	2356	7313	1677	3358	5889	132	139	9107	2165	2543	9291	1082	5557	491	7751	3241	532	4105	9835	8118	3247	4485	1615	8079	7419	2097	1987	6413	1307	2015	5483	1098	8822	5374	334	5984	55	8874	3594	3940	7655	8909	522	4995	313	3274	7419	187	5956	2700	5739	2461	5287	538	9730	3618	8423	6253	678	2060	8524	7813	2762	1406	5581	8457	4518	9182	601	8654	2781	6730	6585	251	1386	2937	354	3162	4749	1236	3966	7152	3221	9700	3597	1825	7854	3070	7400	8430	2893	7772	8087	8320	7289	1997	4947	9514	5261	6353	1054	3242	7355	9469	6706	2128	9555	3926	664	6162	3748	2556	1482	2127	4786	7124	2811	6482	4233	4971	8629	2282	8625	7303	8626	1992	9122	272	1215	4920	8234	8672	3311	5140	5229	5542	524	6293	9036	1985	1827	8715	2217	7243	1872	4639	9274	9796	2087	1383	1980	321	7302	6586	2505	485	7143	4325	8269	7790	2362	5101	6518	627	7634	8357	8106	797	9758	8546	9550	
2218	467	4551	5863	9153	8102	6485	2157	0	1683	4491	7069	6212	8090	6024	9593	8468	8860	8955	7670	1390	4281	6130	5238	8270	2156	3469	1246	1298	272	1114	3903	2296	7250	6048	101	1483	9704	9808	5343	5456	9202	4904	5136	7276	9280	5739	1477	6024	6005	6542	4153	7624	1706	1507	4486	5368	6006	267	8492	8568	8669	1112	1990	3465	6886	4481	7387	6344	1969	5290	8259	219	2968	4915	9404	6282	230	9263	5435	240	8998	5272	4982	3025	1613	6272	5697	5118	9034	3035	9463	5927	5325	748	3452	4257	1190	8926	4897	232	4223	2804	1224	3014	3021	898	4024	2357	1746	9597	8963	5121	615	6704	9206	9266	5481	2481	5360	713	3249	100	7367	248	2280	2095	1960	4615	2362	5437	9885	3412	7259	2630	516	9354	1639	5902	2957	118	4334	3421	1908	5478	2481	6928	8448	9042	6182	6943	7851	1056	9506	2622	1380	4963	5735	9207	3537	819	3147	8439	7272	5475	8795	9800	3072	463	9952	4736	3363	6276	2658	2168	9239	7365	3994	399	1998	3306	6284	7376	4362	1388	6437	129	9413	8991	4353	5357	2096	4863	7904	2421	1786	1502	3481	258	5412	1132	9632	575	1138	7496	1077	5412	1044	406	637	7173	8950	4034	5284	3485	2277	7124	8754	2213	883	2277	5422	7498	9437	2304	7697	7470	8587	3132	5661	1933	1943	7401	2893	2194	1986	7001	3646	3019	8067	4402	
5953	5335	2473	6235	4357	7186	6675	2159	1683	0	5663	7371	4369	4225	2373	1422	260	1089	8946	8530	3942	1324	4231	7333	4176	9953	743	6505	2642	4726	6606	4735	2195	8880	801	8435	6506	6273	5816	2996	7868	2097	8410	6711	9287	672	5367	9324	5934	7978	2812	9873	5478	8125	4691	7477	5584	5415	7497	5280	6585	2740	1748	2257	5278	2582	3892	969	5108	3349	2728	8102	3126	9802	8757	8210	9008	8422	83	6237	8204	9896	5001	1560	3883	2927	410	2532	8055	2013	1727	2378	2854	813	8983	7308	8193	1238	7084	9835	6934	1759	9224	4779	7178	9542	7128	8788	339	780	3728	1499	6630	6355	2399	2816	9052	8075	7461	1849	5563	4937	8818	4751	2626	4681	7600	1910	5828	1142	3075	2371	7097	3287	4304	6986	2945	5212	7260	9894	522	7609	3206	2588	1428	4274	744	4626	4083	5865	7770	155	9973	9555	856	3878	277	8337	9350	4537	5423	1534	5104	1512	4980	9044	6662	4059	8464	5349	8968	1342	9371	7030	9582	6202	4093	2446	3548	1876	9110	2384	1268	5236	1037	3108	7084	2377	1686	1261	4609	8412	3801	6295	9724	3026	5937	5631	9156	5622	9666	8664	9844	246	4367	8187	847	6556	2315	7070	401	3984	7470	280	9272	251	5322	7476	6211	159	2543	2260	4521	4902	1211	3945	6798	3817	4054	3440	1569	2211	2062	5742	8025	388	30	1247	225	6009	6132	
